id;nome;modelo;acompanha;palavraChave;peso;altura;largura;comprimento;codigo;marca;unidadeMedida;ativo;ncm;cest;origemFiscal;dataLancamento;dataAtualizacao;categorias;derivacoes;dataExtracao
1188;Body Bebê Algodão Manga Curta Mescla Kidz;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCMK;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1189, 'codigo': 'BBAMCMKP', 'nome': 'Body Bebê Algodão Manga Curta Mescla Kidz - P', 'ativo': True}, {'id': 1190, 'codigo': 'BBAMCMKM', 'nome': 'Body Bebê Algodão Manga Curta Mescla Kidz - M', 'ativo': True}, {'id': 1191, 'codigo': 'BBAMCMKG', 'nome': 'Body Bebê Algodão Manga Curta Mescla Kidz - G', 'ativo': True}, {'id': 1193, 'codigo': 'BBAMCMK02', 'nome': 'Body Bebê Algodão Manga Curta Mescla Kidz - 02', 'ativo': True}];2025-09-11 10:22:49
1303;Body Bebê Algodão Manga Curta Marinho Kidz;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCMKZ;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1304, 'codigo': 'BBAMCMKZP', 'nome': 'Body Bebê Algodão Manga Curta Marinho Kidz - P', 'ativo': True}, {'id': 1305, 'codigo': 'BBAMCMKZM', 'nome': 'Body Bebê Algodão Manga Curta Marinho Kidz - M', 'ativo': True}, {'id': 1306, 'codigo': 'BBAMCMKZG', 'nome': 'Body Bebê Algodão Manga Curta Marinho Kidz - G', 'ativo': True}, {'id': 1308, 'codigo': 'BBAMCMKZ2', 'nome': 'Body Bebê Algodão Manga Curta Marinho Kidz - 02', 'ativo': True}, {'id': 1309, 'codigo': 'BBAMCMKZ3', 'nome': 'Body Bebê Algodão Manga Curta Marinho Kidz - 03', 'ativo': True}, {'id': 1337, 'codigo': 'BBAMCMKZ01', 'nome': 'Body Bebê Algodão Manga Curta Marinho Kidz - 01', 'ativo': True}];2025-09-11 10:22:49
1231;Body Bebê Algodão Manga Curta Mescla Morango;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCMM;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1232, 'codigo': 'BBAMCMMP', 'nome': 'Body Bebê Algodão Manga Curta Mescla Morango - P', 'ativo': True}, {'id': 1233, 'codigo': 'BBAMCMMM', 'nome': 'Body Bebê Algodão Manga Curta Mescla Morango - M', 'ativo': True}, {'id': 1234, 'codigo': 'BBAMCMMG', 'nome': 'Body Bebê Algodão Manga Curta Mescla Morango - G', 'ativo': True}];2025-09-11 10:22:49
1381;Body Bebê Algodão Manga Curta Mescla;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCMSC;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1382, 'codigo': 'BBAMCMSCP', 'nome': 'Body Bebê Algodão Manga Curta Mescla - P', 'ativo': True}, {'id': 1383, 'codigo': 'BBAMCMSCM', 'nome': 'Body Bebê Algodão Manga Curta Mescla - M', 'ativo': True}, {'id': 1384, 'codigo': 'BBAMCMSCG', 'nome': 'Body Bebê Algodão Manga Curta Mescla - G', 'ativo': True}, {'id': 1385, 'codigo': 'BBAMCMSC01', 'nome': 'Body Bebê Algodão Manga Curta Mescla - 01', 'ativo': True}, {'id': 1386, 'codigo': 'BBAMCMSC02', 'nome': 'Body Bebê Algodão Manga Curta Mescla - 02', 'ativo': True}];2025-09-11 10:22:49
1275;Body Bebê Algodão Manga Curta Pink;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCP;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1276, 'codigo': 'BBAMCPP', 'nome': 'Body Bebê Algodão Manga Curta Pink - P', 'ativo': True}, {'id': 1277, 'codigo': 'BBAMCPM', 'nome': 'Body Bebê Algodão Manga Curta Pink - M', 'ativo': True}, {'id': 1278, 'codigo': 'BBAMCPG', 'nome': 'Body Bebê Algodão Manga Curta Pink - G', 'ativo': True}, {'id': 1279, 'codigo': 'BBAMCP1', 'nome': 'Body Bebê Algodão Manga Curta Pink - 01', 'ativo': True}, {'id': 1280, 'codigo': 'BBAMCP2', 'nome': 'Body Bebê Algodão Manga Curta Pink - 02', 'ativo': True}, {'id': 1281, 'codigo': 'BBAMCP3', 'nome': 'Body Bebê Algodão Manga Curta Pink - 03', 'ativo': True}];2025-09-11 10:22:49
1219;Body Bebê Algodão Manga Curta POA Coral;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCPC;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1221, 'codigo': 'BBAMCPCM', 'nome': 'Body Bebê Algodão Manga Curta POA Coral - M', 'ativo': True}, {'id': 1222, 'codigo': 'BBAMCPCG', 'nome': 'Body Bebê Algodão Manga Curta POA Coral - G', 'ativo': True}, {'id': 1220, 'codigo': 'BBAMCPCP', 'nome': 'Body Bebê Algodão Manga Curta POA Coral - P', 'ativo': True}];2025-09-11 10:22:49
1310;Body Bebê Algodão Manga Curta Preto Kidz;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCPKZ;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1313, 'codigo': 'BBAMCPKZG', 'nome': 'Body Bebê Algodão Manga Curta Preto Kidz - G', 'ativo': True}, {'id': 1314, 'codigo': 'BBAMCPKZ1', 'nome': 'Body Bebê Algodão Manga Curta Preto Kidz - 01', 'ativo': True}, {'id': 1315, 'codigo': 'BBAMCPKZ2', 'nome': 'Body Bebê Algodão Manga Curta Preto Kidz - 02', 'ativo': True}, {'id': 1311, 'codigo': 'BBAMCPKZP', 'nome': 'Body Bebê Algodão Manga Curta Preto Kidz - P', 'ativo': True}, {'id': 1312, 'codigo': 'BBAMCPKZM', 'nome': 'Body Bebê Algodão Manga Curta Preto Kidz - M', 'ativo': True}];2025-09-11 10:22:49
1289;Body Bebê Algodão Manga Curta Princess;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCPRS;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1291, 'codigo': 'BBAMCPRSM', 'nome': 'Body Bebê Algodão Manga Curta Princess - M', 'ativo': True}, {'id': 1292, 'codigo': 'BBAMCPRSG', 'nome': 'Body Bebê Algodão Manga Curta Princess - G', 'ativo': True}, {'id': 1293, 'codigo': 'BBAMCPRS1', 'nome': 'Body Bebê Algodão Manga Curta Princess - 01', 'ativo': True}, {'id': 1294, 'codigo': 'BBAMCPRS2', 'nome': 'Body Bebê Algodão Manga Curta Princess - 02', 'ativo': True}, {'id': 1295, 'codigo': 'BBAMCPRS3', 'nome': 'Body Bebê Algodão Manga Curta Princess - 03', 'ativo': True}, {'id': 1290, 'codigo': 'BBAMCPRSP', 'nome': 'Body Bebê Algodão Manga Curta Princess - P', 'ativo': True}];2025-09-11 10:22:49
1296;Body Bebê Algodão Manga Curta Rosa POA;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCROP;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1301, 'codigo': 'BBAMCROP2', 'nome': 'Body Bebê Algodão Manga Curta Rosa POA - 02', 'ativo': True}, {'id': 1302, 'codigo': 'BBAMCROP3', 'nome': 'Body Bebê Algodão Manga Curta Rosa POA - 03', 'ativo': True}, {'id': 1297, 'codigo': 'BBAMCROPP', 'nome': 'Body Bebê Algodão Manga Curta Rosa POA - P', 'ativo': True}, {'id': 1298, 'codigo': 'BBAMCROPM', 'nome': 'Body Bebê Algodão Manga Curta Rosa POA - M', 'ativo': True}, {'id': 1299, 'codigo': 'BBAMCROPG', 'nome': 'Body Bebê Algodão Manga Curta Rosa POA - G', 'ativo': True}, {'id': 1300, 'codigo': 'BBAMCROP1', 'nome': 'Body Bebê Algodão Manga Curta Rosa POA - 01', 'ativo': True}];2025-09-11 10:22:49
1268;Body Bebê Algodão Manga Curta Unicórnios;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCTUC;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1269, 'codigo': 'BBAMCUTCP', 'nome': 'Body Bebê Algodão Manga Curta Unicórnios - P', 'ativo': True}, {'id': 1270, 'codigo': 'BBAMCUTCM', 'nome': 'Body Bebê Algodão Manga Curta Unicórnios - M', 'ativo': True}, {'id': 1271, 'codigo': 'BBAMCTUCG', 'nome': 'Body Bebê Algodão Manga Curta Unicórnios - G', 'ativo': True}, {'id': 1272, 'codigo': 'BBAMCTUC1', 'nome': 'Body Bebê Algodão Manga Curta Unicórnios - 01', 'ativo': True}, {'id': 1273, 'codigo': 'BBAMCTUC2', 'nome': 'Body Bebê Algodão Manga Curta Unicórnios - 02', 'ativo': True}, {'id': 1274, 'codigo': 'BBAMCTUC3', 'nome': 'Body Bebê Algodão Manga Curta Unicórnios - 03', 'ativo': True}];2025-09-11 10:22:49
1260;Body Bebê Algodão Manga Curta Unicórnio Coral;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCUC;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1261, 'codigo': 'BBAMCUCP', 'nome': 'Body Bebê Algodão Manga Curta Unicórnio Coral - P', 'ativo': True}, {'id': 1262, 'codigo': 'BBAMCUCM', 'nome': 'Body Bebê Algodão Manga Curta Unicórnio Coral - M', 'ativo': True}, {'id': 1263, 'codigo': 'BBAMCUCG', 'nome': 'Body Bebê Algodão Manga Curta Unicórnio Coral - G', 'ativo': True}, {'id': 1264, 'codigo': 'BBAMCUC1', 'nome': 'Body Bebê Algodão Manga Curta Unicórnio Coral - 01', 'ativo': True}, {'id': 1265, 'codigo': 'BBAMCUC2', 'nome': 'Body Bebê Algodão Manga Curta Unicórnio Coral - 02', 'ativo': True}, {'id': 1266, 'codigo': 'BBAMCUC3', 'nome': 'Body Bebê Algodão Manga Curta Unicórnio Coral - 03', 'ativo': True}];2025-09-11 10:22:49
1399;Body Bebê Algodão Manga Curta Vermelho;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCVRM;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1400, 'codigo': 'BBAMCVRMP', 'nome': 'Body Bebê Algodão Manga Curta Vermelho - P', 'ativo': True}, {'id': 1401, 'codigo': 'BBAMCVRMM', 'nome': 'Body Bebê Algodão Manga Curta Vermelho - M', 'ativo': True}, {'id': 1402, 'codigo': 'BBAMCVRMG', 'nome': 'Body Bebê Algodão Manga Curta Vermelho - G', 'ativo': True}, {'id': 1403, 'codigo': 'BBAMCVRM01', 'nome': 'Body Bebê Algodão Manga Curta Vermelho - 01', 'ativo': True}, {'id': 1404, 'codigo': 'BBAMCVRM02', 'nome': 'Body Bebê Algodão Manga Curta Vermelho - 02', 'ativo': True}];2025-09-11 10:22:49
1235;Body Bebê Algodão Manga Curta WokeUp;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBAMCWU;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1236, 'codigo': 'BBAMCWUP', 'nome': 'Body Bebê Algodão Manga Curta WokeUp - P', 'ativo': True}, {'id': 1237, 'codigo': 'BBAMCWUM', 'nome': 'Body Bebê Algodão Manga Curta WokeUp - M', 'ativo': True}, {'id': 1238, 'codigo': 'BBAMCWUG', 'nome': 'Body Bebê Algodão Manga Curta WokeUp - G', 'ativo': True}, {'id': 1239, 'codigo': 'BBAMCWU1', 'nome': 'Body Bebê Algodão Manga Curta WokeUp - 01', 'ativo': True}, {'id': 1240, 'codigo': 'BBAMCWU2', 'nome': 'Body Bebê Algodão Manga Curta WokeUp - 02', 'ativo': True}, {'id': 1241, 'codigo': 'BBAMCWU3', 'nome': 'Body Bebê Algodão Manga Curta WokeUp - 03', 'ativo': True}];2025-09-11 10:22:49
1195;Body Bebê Manga Curta Algodão Listra Marinho;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBMCALM;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1196, 'codigo': 'BBMCALMP', 'nome': 'Body Bebê Manga Curta Algodão Listra Marinho - P', 'ativo': True}, {'id': 1197, 'codigo': 'BBMCALMM', 'nome': 'Body Bebê Manga Curta Algodão Listra Marinho - M', 'ativo': True}, {'id': 1198, 'codigo': 'BBMCALMG', 'nome': 'Body Bebê Manga Curta Algodão Listra Marinho - G', 'ativo': True}, {'id': 1199, 'codigo': 'BBMCALM2', 'nome': 'Body Bebê Manga Curta Algodão Listra Marinho - 02', 'ativo': True}];2025-09-11 10:22:49
1393;Body Bebê Manga Curta Listra Black;Body Infantil Manga Curta.;1 Body Manga Curta.;Body Infantil, Infantil, Body Manga Curta, Body Bebê, Bebe;0.075;2.00;15.00;17.00;BBMCLBLK;2;UN;True;62063000;;0;2023-11-01T00:00:00-03:00;;[41, 42];[{'id': 1394, 'codigo': 'BBMCLBLKP', 'nome': 'Body Bebê Manga Curta Listra Black - P', 'ativo': True}, {'id': 1395, 'codigo': 'BBMCLBLKM', 'nome': 'Body Bebê Manga Curta Listra Black - M', 'ativo': True}, {'id': 1396, 'codigo': 'BBMCLBLKG', 'nome': 'Body Bebê Manga Curta Listra Black - G', 'ativo': True}, {'id': 1397, 'codigo': 'BBMCLBLK01', 'nome': 'Body Bebê Manga Curta Listra Black - 01', 'ativo': True}, {'id': 1398, 'codigo': 'BBMCLBLK02', 'nome': 'Body Bebê Manga Curta Listra Black - 02', 'ativo': True}];2025-09-11 10:22:49
599;Brinde Faixa Skin Care Cores;Faixa Skin Care;01 Faixa Skin Care;Faixa Skin Care, Acessórios, Limpeza de Pele, Rotina noturna;0.190;0.50;9.00;17.00;BFSCAB;2;UN;False;62063000;;0;2025-01-03T00:00:00-03:00;2025-06-12T11:56:23-03:00;[25];[{'id': 600, 'codigo': 'BFSCAB1', 'nome': 'Brinde Faixa Skin Care Cores', 'ativo': False}];2025-09-11 10:22:49
984;BLUSA Avulsa Star Marinho Leves Defeitos;Blusa Manga Curta Avulsa 2ª;01 Blusa Manga Curta Americana de 2ª Qualidade.;Outlet;0.150;3.00;20.00;20.00;BLDSM;2;UN;True;62063000;;0;2024-05-23T00:00:00-03:00;2025-07-11T16:10:08-03:00;[36];[{'id': 985, 'codigo': 'BLDSMP', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - P', 'ativo': True}, {'id': 987, 'codigo': 'BLDSMGG', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - GG', 'ativo': True}, {'id': 986, 'codigo': 'BLDSMM', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - M', 'ativo': False}, {'id': 1421, 'codigo': 'BLDSMG', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - G', 'ativo': True}, {'id': 3349, 'codigo': 'BLDSMG2', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - G2', 'ativo': False}, {'id': 3348, 'codigo': 'BLDSMG1', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - G1', 'ativo': False}, {'id': 3720, 'codigo': 'BLDSMG3', 'nome': 'BLUSA Avulsa Star Marinho Leves Defeitos - G3', 'ativo': True}];2025-09-11 10:22:49
904;OUTLET LEVES DEFEITOS BLUSA CURTA Jesus Love;Blusa LEVE DEFEITO Manga Curta Avulsa;01 Blusa Manga Curta Leve Defeito.;Outlet;0.190;3.00;20.00;20.00;BLDVJL;2;UN;True;62063000;;0;2024-05-17T00:00:00-03:00;;[36];[{'id': 905, 'codigo': 'BLDVJLM', 'nome': 'OUTLET LEVES DEFEITOS BLUSA CURTA Jesus Love - M', 'ativo': True}, {'id': 1435, 'codigo': 'BLDVJLG', 'nome': 'OUTLET LEVES DEFEITOS BLUSA CURTA Jesus Love - G', 'ativo': True}, {'id': 1525, 'codigo': 'BLDVJLP', 'nome': 'OUTLET LEVES DEFEITOS BLUSA CURTA Jesus Love - P', 'ativo': True}];2025-09-11 10:22:49
891;OUTLET BLUSA LEVES DEFEITOS Visco Off;;01 Blusa de SEGUNDA qualidade.;Outlet;0.190;3.00;20.00;20.00;BLDVO;2;UN;True;62063000;;0;2024-05-17T00:00:00-03:00;;[36];[{'id': 892, 'codigo': 'BLDVOP', 'nome': 'OUTLET BLUSA LEVES DEFEITOS Visco Off - P', 'ativo': True}, {'id': 893, 'codigo': 'BLDVOM', 'nome': 'OUTLET BLUSA LEVES DEFEITOS Visco Off - M', 'ativo': True}, {'id': 894, 'codigo': 'BLDVOG', 'nome': 'OUTLET BLUSA LEVES DEFEITOS Visco Off - G', 'ativo': True}, {'id': 895, 'codigo': 'BLDVOGG', 'nome': 'OUTLET BLUSA LEVES DEFEITOS Visco Off - GG', 'ativo': True}];2025-09-11 10:22:49
3989;OUTLET BLUSA LEVES DEFEITOS  Xadrez Off;;01 Blusa de SEGUNDA qualidade.;Outlet;0.190;3.00;20.00;20.00;BLDXOF;2;UN;True;62063000;;0;2025-08-19T00:00:00-03:00;2025-08-19T17:02:38-03:00;[36];[{'id': 3990, 'codigo': 'BLDXOGG', 'nome': 'OUTLET BLUSA LEVES DEFEITOS  Xadrez Off - GG', 'ativo': True}];2025-09-11 10:22:49
3019;BLUSA Masculina  Avulsa 1ª Xadrez Azul;Blusa Manga Curta;"01 Blusa Manga Curta.
";Pijama verão, Pijama Manga curta, Pijama curto, Pijama, Confortavel, Pijama Masculino, Homem;0.250;3.00;20.00;26.00;BMA1XA;2;UN;True;62063000;;0;2025-03-10T00:00:00-03:00;2025-03-10T17:54:03-03:00;[36];[{'id': 3020, 'codigo': 'BMA1XAP', 'nome': 'BLUSA Masculina  Avulsa 1ª Xadrez Azul - P', 'ativo': True}, {'id': 3021, 'codigo': 'BMA1XAM', 'nome': 'BLUSA Masculina  Avulsa 1ª Xadrez Azul - M', 'ativo': True}, {'id': 3022, 'codigo': 'BMA1XAG', 'nome': 'BLUSA Masculina  Avulsa 1ª Xadrez Azul - G', 'ativo': True}, {'id': 3023, 'codigo': 'BMA1XAGG', 'nome': 'BLUSA Masculina  Avulsa 1ª Xadrez Azul - GG', 'ativo': True}];2025-09-11 10:22:49
3934;BLUSA Masculina  Avulsa 1ª Xadrez Urso;Blusa Manga Curta;"01 Blusa Manga Curta.
";Pijama verão, Pijama Manga curta, Pijama curto, Pijama, Confortavel, Pijama Masculino, Homem;0.250;3.00;20.00;26.00;BMA1XU;2;UN;True;62063000;;0;2025-07-31T00:00:00-03:00;2025-07-31T17:57:18-03:00;[36];[{'id': 3935, 'codigo': 'BMA1XUG', 'nome': 'BLUSA Masculina  Avulsa 1ª Xadrez Urso - G', 'ativo': True}];2025-09-11 10:22:49
857;Blusa Masculina Algodão Preta PKD;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMAB;2;UN;True;62063000;;0;2024-01-01T00:00:00-03:00;2025-04-25T10:20:46-03:00;[35, 30, 36];[{'id': 864, 'codigo': 'BMABG2', 'nome': 'Blusa Masculina Algodão Preta PKD - G2', 'ativo': False}, {'id': 863, 'codigo': 'BMABG1', 'nome': 'Blusa Masculina Algodão Preta PKD - G1', 'ativo': False}, {'id': 858, 'codigo': 'BMABPP', 'nome': 'Blusa Masculina Algodão Preta PKD - PP', 'ativo': False}, {'id': 862, 'codigo': 'BMABGG', 'nome': 'Blusa Masculina Algodão Preta PKD - GG', 'ativo': False}, {'id': 861, 'codigo': 'BMABG', 'nome': 'Blusa Masculina Algodão Preta PKD - G', 'ativo': False}, {'id': 859, 'codigo': 'BMABP', 'nome': 'Blusa Masculina Algodão Preta PKD - P', 'ativo': False}, {'id': 860, 'codigo': 'BMABM', 'nome': 'Blusa Masculina Algodão Preta PKD - M', 'ativo': True}];2025-09-11 10:22:49
1590;Blusa Masculina Algodão Branca Lord;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMABL;2;UN;True;62063000;;0;2024-01-01T00:00:00-03:00;2025-02-23T17:22:58-03:00;[31, 35, 7, 30, 36];[{'id': 1592, 'codigo': 'BMABLP', 'nome': 'Blusa Masculina Algodão Branca Lord - P', 'ativo': True}, {'id': 1591, 'codigo': 'BMABLPP', 'nome': 'Blusa Masculina Algodão Branca Lord - PP', 'ativo': True}, {'id': 1596, 'codigo': 'BMABLG1', 'nome': 'Blusa Masculina Algodão Branca Lord - G1', 'ativo': False}, {'id': 1594, 'codigo': 'BMABLG', 'nome': 'Blusa Masculina Algodão Branca Lord - G', 'ativo': False}, {'id': 1593, 'codigo': 'BMABLM', 'nome': 'Blusa Masculina Algodão Branca Lord - M', 'ativo': False}, {'id': 1597, 'codigo': 'BMABLG2', 'nome': 'Blusa Masculina Algodão Branca Lord - G2', 'ativo': False}, {'id': 1595, 'codigo': 'BMABLGG', 'nome': 'Blusa Masculina Algodão Branca Lord - GG', 'ativo': False}];2025-09-11 10:22:49
1606;Blusa Masculina Algodão Caki Lord;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMACL;2;UN;True;62063000;;0;2024-01-01T00:00:00-03:00;2025-02-23T17:23:38-03:00;[31, 35, 7, 30, 36];[{'id': 1613, 'codigo': 'BMACLG2', 'nome': 'Blusa Masculina Algodão Caki Lord - G2', 'ativo': False}, {'id': 1611, 'codigo': 'BMACLGG', 'nome': 'Blusa Masculina Algodão Caki Lord - GG', 'ativo': False}, {'id': 1610, 'codigo': 'BMACLG', 'nome': 'Blusa Masculina Algodão Caki Lord - G', 'ativo': False}, {'id': 1612, 'codigo': 'BMACLG1', 'nome': 'Blusa Masculina Algodão Caki Lord - G1', 'ativo': False}, {'id': 1607, 'codigo': 'BMACLPP', 'nome': 'Blusa Masculina Algodão Caki Lord - PP', 'ativo': True}, {'id': 1609, 'codigo': 'BMACLM', 'nome': 'Blusa Masculina Algodão Caki Lord - M', 'ativo': False}, {'id': 1608, 'codigo': 'BMACLP', 'nome': 'Blusa Masculina Algodão Caki Lord - P', 'ativo': False}];2025-09-11 10:22:49
1598;Blusa Masculina Algodão Marinho Lord;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMAML;2;UN;True;62063000;;0;2024-01-01T00:00:00-03:00;2025-04-03T14:02:13-03:00;[31, 35, 36, 30];[{'id': 1599, 'codigo': 'BMAMLPP', 'nome': 'Blusa Masculina Algodão Marinho Lord - PP', 'ativo': True}, {'id': 1605, 'codigo': 'BMAMLG2', 'nome': 'Blusa Masculina Algodão Marinho Lord - G2', 'ativo': False}, {'id': 1603, 'codigo': 'BMAMLGG', 'nome': 'Blusa Masculina Algodão Marinho Lord - GG', 'ativo': False}, {'id': 1602, 'codigo': 'BMAMLG', 'nome': 'Blusa Masculina Algodão Marinho Lord - G', 'ativo': False}, {'id': 1604, 'codigo': 'BMAMLG1', 'nome': 'Blusa Masculina Algodão Marinho Lord - G1', 'ativo': False}, {'id': 1600, 'codigo': 'BMAMLP', 'nome': 'Blusa Masculina Algodão Marinho Lord - P', 'ativo': False}, {'id': 1601, 'codigo': 'BMAMLM', 'nome': 'Blusa Masculina Algodão Marinho Lord - M', 'ativo': True}];2025-09-11 10:22:49
1582;Blusa Masculina Algodão Preta Lord;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMAPL;2;UN;True;62063000;;0;2024-01-01T00:00:00-03:00;2025-02-18T10:07:31-03:00;[31, 35, 7, 30, 36];[{'id': 1589, 'codigo': 'BMAPLG2', 'nome': 'Blusa Masculina Algodão Preta Lord - G2', 'ativo': False}, {'id': 1587, 'codigo': 'BMAPLGG', 'nome': 'Blusa Masculina Algodão Preta Lord - GG', 'ativo': True}, {'id': 1584, 'codigo': 'BMAPLP', 'nome': 'Blusa Masculina Algodão Preta Lord - P', 'ativo': True}, {'id': 1583, 'codigo': 'BMAPLPP', 'nome': 'Blusa Masculina Algodão Preta Lord - PP', 'ativo': True}, {'id': 1588, 'codigo': 'BMAPLG1', 'nome': 'Blusa Masculina Algodão Preta Lord - G1', 'ativo': False}, {'id': 1586, 'codigo': 'BMAPLG', 'nome': 'Blusa Masculina Algodão Preta Lord - G', 'ativo': False}, {'id': 1585, 'codigo': 'BMAPLM', 'nome': 'Blusa Masculina Algodão Preta Lord - M', 'ativo': False}];2025-09-11 10:22:49
2339;BLUSA Masculina Branca Lord Leves Defeitos;Blusa Manga Curta.;1 Blusa Manga Curta Leves Defeitos.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMBLLD;2;UN;True;62063000;;0;2024-11-21T00:00:00-03:00;;[36];[{'id': 2340, 'codigo': 'BMBLLDM', 'nome': 'BLUSA Masculina Branca Lord Leves Defeitos - M', 'ativo': True}, {'id': 2341, 'codigo': 'BMBLLDG', 'nome': 'BLUSA Masculina Branca Lord Leves Defeitos - G', 'ativo': True}];2025-09-11 10:22:49
2044;BLUSA Masculina Leves Defeitos Branca;Blusa Manga Curta.;1 Blusa Manga Curta.;Blusa Masculina, Algodão, Pijama Masculino;0.190;2.00;20.00;26.00;BMLDB;2;UN;True;62063000;;0;2024-08-28T00:00:00-03:00;;[36];[{'id': 2045, 'codigo': 'BMLDBPP', 'nome': 'BLUSA Masculina Leves Defeitos Branca - PP', 'ativo': True}, {'id': 2046, 'codigo': 'BMLDBP', 'nome': 'BLUSA Masculina Leves Defeitos Branca - P', 'ativo': True}, {'id': 2047, 'codigo': 'BMLDBM', 'nome': 'BLUSA Masculina Leves Defeitos Branca - M', 'ativo': True}, {'id': 2048, 'codigo': 'BMLDBG', 'nome': 'BLUSA Masculina Leves Defeitos Branca - G', 'ativo': True}, {'id': 2049, 'codigo': 'BMLDBGG', 'nome': 'BLUSA Masculina Leves Defeitos Branca - GG', 'ativo': True}, {'id': 2050, 'codigo': 'BMLDBG1', 'nome': 'BLUSA Masculina Leves Defeitos Branca - G1', 'ativo': True}];2025-09-11 10:22:49
